"feature","frequency"
"tubas",9
"blink-182",9
"classifies",9
"banco",9
"cardiologists",9
"locs",9
"neanderthal",9
"kalon",9
"1030pm",9
"pincus",9
"demille",9
"pez",9
"pacemakers",9
"elam",9
"creamsicle",9
"keizer",9
"dystrophy",9
"octogenarian",9
"humvee",9
"on-ramp",9
"coop's",9
"reroute",9
"sucess",9
"barenaked",9
"gorton",9
"hauler",9
"8-13",9
"27-6",9
"homeaway",9
"lovelace",9
"post-practice",9
"9k",9
"pritchett",9
"pumas",9
"porchetta",9
"mortadella",9
"straight-ahead",9
"nelson-atkins",9
"tonto",9
"tarr",9
"profiteering",9
"chantel",9
"kowtowing",9
"inez",9
"-love",9
"lawl",9
"cease-and-desist",9
"warne",9
"muve",9
"oregon-based",9
"waistlines",9
"teammate's",9
"homebuyer",9
"recksiedler",9
"yeay",9
"fotd",9
"pbrs",9
"bullsh",9
"prahlow",9
"locavore",9
"kony's",9
"job-creation",9
"olvera",9
"barbed-wire",9
"oregonlive",9
"aquarium's",9
"englishtown",9
"gay-marriage",9
"60-foot",9
"urdangarin",9
"match-high",9
"low-scoring",9
"zagel",9
"500-year",9
"moroun",9
"trailblazers",9
"third-ranked",9
"mamacita",9
"albanese",9
"olivette",9
"gov.-elect",9
"eight-week",9
"eckersley",9
"brookman",9
"huttle",9
"snl's",9
"ayp",9
"rosales",9
"lasorda",9
"barnicle",9
"mihalik",9
"18-8",9
"suburgatory",9
"fudge's",9
"16-yard",9
"limmer",9
"simitian",9
"migra",9
"multidisciplinary",9
"1-for-2",9
"seubert",9
"ruffalo's",9
"noorani's",9
"ovi",9
"sign-and-trade",9
"megerian",9
"governor-elect",9
"insperity",9
"cerda",9
"wortman",9
"quolke",9
"intergenerational",9
"hallahan",9
"welches",9
"norian",9
"indiegogo.com",9
"oakville's",9
"devault",9
"teel",9
"linn's",9
"umpiring",9
"schaaf",9
"phinney",9
"martel",9
"mainor",9
"18-4",9
"crennel",9
"ocoee",9
"branchburg",9
"birgeneau",9
"lighty",9
"morelos",9
"86-year-old",9
"79-year-old",9
"mogulof",9
"fdle",9
"seventh-place",9
"0-7",9
"71-year-old",9
"battery-powered",9
"jay-z's",9
"fourth-down",9
"hrabowski",9
"homebuilders",9
"call-ups",9
"vogelsong",9
"47-yard",9
"sauternes",9
"speechwriter",9
"25-9",9
"outshooting",9
"no-shows",9
"aramark",9
"statistician",9
"7-yard",9
"reneging",9
"wroten",9
"pinch-runner",9
"dehaan",9
"earnings-per-share",9
"euronext",9
"kloza",9
"costlier",9
"niedringhaus",9
"gunbattle",9
"slso",9
"wetzler",9
"szymborski",9
"daldry",9
"internet-connected",9
"adapters",9
"accumulations",9
"ganassi",9
"medina's",9
"seeman",9
"pawtucket",9
"l.i",9
"tovar",9
"poile",9
"wiegand",9
"colletti",9
"caza",9
"whitner",9
"24-9",9
"kuberiet",9
"guillen's",9
"ta'amu",9
"1-cent",9
"estancia",9
"18-point",9
"much-publicized",9
"noorani",9
"fernandez's",9
"800-meter",9
"princeville",9
"jg",9
"øother",9
"foglia",9
"million-plus",9
"filppula",9
"biondi",9
"luetkemeyer",9
"dinunzio",9
"salatin",9
"esser",9
"rec-plex",9
"trailnet",9
"ecolab",9
"michoacan",9
"beach-based",9
"24-8",9
"tri-cities",9
"harbaugh's",9
"kosmas",9
"large-school",9
"mbas",9
"frelinghuysen",9
"roussanne",9
"agaves",9
"east-side",9
"reimburses",9
"87-year-old",9
"boren",9
"illustrated's",9
"mcgreevey",9
"hard-driving",9
"faldo",9
"gryphon",9
"costanzo",9
"home-improvement",9
"golub",9
"hamate",9
"17-15",9
"ducasse",9
"poyer",9
"futty",9
"sex-abuse",9
"1,000-yard",9
"iaciofano",9
"sb1070",9
"same-store",9
"gartenberg",9
"manresa",9
"gresham's",9
"less-lethal",9
"f-series",9
"50-1",9
"25-8",9
"patuxent",9
"off-the-field",9
"35-7",9
"alcides",9
"usernames",9
"farinacci",9
"officeholder",9
"d-mercer",9
"route-finding",9
"record-tying",9
"edinger",9
"rock-bottom",9
"cerf's",9
"rattlers",9
"noebels",9
"pekin",9
"bovee",9
"catheterization",9
"hetfield",9
"issa's",9
"ancora",9
"bellabrations",9
"bieker",9
"314-704-4183",9
"course-record",9
"decosta",9
"whisenhunt",9
"25-13",9
"alper",9
"jacquemain",9
"senior's",9
"godfather's",9
"9-yard",9
"dte",9
"bilked",9
"henke",9
"kvitova",9
"offensive-minded",9
"12-11",9
"demaryius",9
"50-plus",9
"newsom's",9
"auer",9
"attorney-client",9
"18-11",9
"bausch",9
"17-year-olds",9
"sain",9
"lexisnexis",9
"welser-most",9
"vivettes",9
"wacks",9
"elice",9
"gutierrez's",9
"evonik",9
"bair",9
"wierzbicki",9
"d-portland",9
"116th",9
"øon",9
"plus-one",9
"systemwide",9
"higher-quality",9
"invesco",9
"delric",9
"21-4",9
"cejudo",9
"toymaker",9
"carjacked",9
"thigpen",9
"higbee",9
"mccormac",9
"newseum",9
"party-backed",9
"greenback",9
"20-8",9
"r-monmouth",9
"escobedo",9
"electric's",9
"doumit",9
"wtam",9
"linsley",9
"solomons",9
"sicklerville",9
"ferguson-florissant",9
"sikeston",9
"third-period",9
"ballarotto",9
"drugmakers",9
"metallica's",9
"midmorning",9
"ngata",9
"katzenberg",9
"deering",9
"greathouse",9
"nonresident",9
"dainius",9
"remapping",9
"laceration",9
"riverkeeper",9
"hollywood.com",9
"19-13",9
"lalor",9
"trevino",9
"vaughn's",9
"pnc's",9
"indianapolis-based",9
"liebling",9
"bbva",9
"øthat's",9
"moviegoing",9
"boorstin",9
"17-yard",9
"mile-long",9
"13-game",9
"cortright",9
"left-footed",9
"16-team",9
"five-0",9
"u-s-a",9
"kolten",9
"indoor-outdoor",9
"money-losing",9
"ferrandino",9
"mammography",9
"twentynine",9
"goodson",9
"a-plus",9
"tough-on-crime",9
"14-foot",9
"5-under",9
"3-under",9
"dreamchasers",9
"outworked",9
"jacquizz",9
"finchem",9
"leyva",9
"all-academic",9
"pacts",9
"potiowsky",9
"240-pound",9
"weh",9
"barstow",9
"nominee's",9
"toomey",9
"makhlouf",9
"bellflower",9
"cerritos",9
"cozart",9
"mcteigue",9
"maehl",9
"rosés",9
"matheussen",9
"oaklawn",9
"attackman",9
"tukwila",9
"benihana",9
"lodo",9
"outspending",9
"coffield",9
"duii",9
"allgood",9
"applewood",9
"record-low",9
"cullerton",9
"rep's",9
"best-actress",9
"lichter",9
"empty-netter",9
"icahn's",9
"attanasio",9
"14-6",9
"detroit-area",9
"douglasville",9
"alfonzo",9
"wentzville-based",9
"peele",9
"colonoscopies",9
"lininger",9
"pekovic",9
"skillman",9
"carmody",9
"paulus",9
"wulff",9
"nabors",9
"roebuck",9
"shawna",9
"cosi",9
"24-yard",9
"soloff",9
"lockridge",9
"lawlor",9
"nelligan",9
"clyde's",9
"closer's",9
"sharptown",9
"hammerstein",9
"clancy-may",9
"malfunctioned",9
"kight",9
"goldsworthy",9
"mccutcheon",9
"ruane",9
"sonos",9
"cable-tv",9
"mowry",9
"20-6",9
"alfaro's",9
"hunn",9
"emmonnie",9
"kwan",9
"harangody",9
"luskin",9
"r-st",9
"donerson",9
"dunstan",9
"stosur",9
"21-month",9
"bjc",9
"hawken",9
"beaverton's",9
"hitmaker",9
"renshaw",9
"16-14",9
"pineda's",9
"prueher",9
"callenbach",9
"lng",9
"g.k",9
"guvnors",9
"paulson's",9
"20-11",9
"45-yard",9
"15-yard",9
"mcbenge",9
"milstein",9
"doremus",9
"mini-camp",9
"naptown",9
"barra",9
"abatements",9
"mini-marathon",9
"noon-10",9
"greystone",9
"backstretch",9
"favas",9
"judgeship",9
"pbms",9
"hoehn",9
"asmussen",9
"rohlfing",9
"birth-control",9
"eszterhas",9
"tuolumne",9
"0-for-4",9
"seyfried",9
"touchback",9
"camas",9
"c-usa",9
"walleyes",9
"vote-getters",9
"r-ga",9
"spinnett",9
"damminger",9
"brickyard",9
"check-cashing",9
"gordo",9
"mele",9
"zazi",9
"harrold",9
"siders",9
"adjourn",9
"accel",9
"borth",9
"powe",9
"arioto",9
"ginsberg's",9
"cuevas",9
"marsico",9
"glendale's",9
"feuded",9
"escarole",9
"lower-body",9
"soderberg",9
"seper",9
"double-overtime",9
"votto's",9
"250k",9
"chikhani",9
"rost",9
"isringhausen",9
"aubuchon",9
"weao",9
"hauck",9
"radiothon",9
"debary",9
"arencibia",9
"goldthwaite",9
"pacelle",9
"ømy",9
"ridge's",9
"capparelli",9
"26-24",9
"zeppelin's",9
"fastbreak",9
"overnights",9
"30-point",9
"nomura",9
"katte",9
"ucf's",9
"all-freshman",9
"cowher",9
"subcontractor",9
"rangan",9
"tunney",9
"d-3",9
"orland",9
"loudon",9
"astrue",9
"pirrello",9
"shovel-ready",9
"provel",9
"schutte",9
"banged-up",9
"interchanges",9
"reclassify",9
"i-69",9
"bootsma",9
"49-yard",9
"bianco",9
"kegui",9
"pigskin",9
"get-out-the-vote",9
"slaten",9
"4.50-",9
"deangelis",9
"redstone",9
"five-acre",9
"pettus",9
"almaden",9
"roorda",9
"happy-hour",9
"krystkowiak",9
"celebuzz",9
"rocco's",9
"menorah",9
"bulow",9
"lassen",9
"hole-in-one",9
"ravenswood",9
"lomo",9
"2-under",9
"unranked",9
"alawadi",9
"madigan's",9
"wiewel",9
"conerly",9
"swett",9
"carmina",9
"burana",9
"pirtle-hall",9
"dusen",9
"shrm",9
"upperclassmen",9
"altobelli",9
"rask",9
"shell's",9
"veeck",9
"plus-minus",9
"185th",9
"asham",9
"vacating",9
"arclight",9
"weiner's",9
"schlereth",9
"naito",9
"girling",9
"parrino",9
"cipriano's",9
"20-point",9
"al-hashemi",9
"bubba's",9
"deporting",9
"fiske",9
"kiener",9
"agarwal",9
"hoffer",9
"skipper's",9
"clarinetist",9
"manimal",9
"griz",9
"millichap",9
"sabermetrics",9
"happ",9
"hunter-reay",9
"sepulveda",9
"fathead",9
"ebner",9
"repave",9
"mcelwain",9
"haddad",9
"corah",9
"wittman",9
"karmel",9
"nantz",9
"petrino's",9
"tais",9
"36-yard",9
"triblocal",9
"no-decision",9
"13-9",9
"wire-to-wire",9
"schnuck",9
"lachey",9
"hmong",9
"rivas",9
"stp",9
"pucella",9
"usoc",9
"torrence",9
"pilsen",9
"janky",9
"ptown",9
"unk",9
"mani-pedi",9
"harkless",9
"kisker",9
"snapple",9
"tva",9
"saget",9
"shump",9
"wailea",9
"kubel",9
"foxworth",9
"berggren",9
"ficelle",9
"airball",9
"cheeseheads",9
"attys",9
"gheit",9
"karts",9
"comee",9
"d7",9
"700th",9
"gorg",9
"rackspace",9
"800th",9
"#great",9
"#heatnation",9
"#afs11",9
"sextip",9
"#digitalpreservation",9
"#askbieber",9
"okaay",9
"#athletics",9
"#marquette",9
"niggahs",9
"#students",9
"#charitytuesday",9
"#edreform",9
"www.worldchampionfans.com",9
"pssh",9
"#virginia",9
"#network",9
"sandless",9
"#day",9
"#san",9
"830pm",9
"mgk",9
"#goodtimes",9
"xavierlt.com",9
"#productionvault",9
"bch",9
"#leaders",9
"#stevejobs",9
"#like",9
"#prettylittleliars",9
"subtweets",9
"#justread",9
"fball",9
"unbelieveable",9
"#fridaylistens",9
"mixin",9
"itriage",9
"beasted",9
"siked",9
"#pbs",9
"#middleschoolmemories",9
"#bluerock",9
"gtwt",9
"boii",9
"#motivated",9
"-__________-",9
"flotus",9
"#juniorseau",9
"#nsmn",9
"www.ispi-frc.org",9
"#moms",9
"x2019",9
"#mudmelt",9
"wny",9
"12-2pm",9
"-_________-",9
"paoo",9
"txtin",9
"#blues",9
"#grimm",9
"#npr",9
"#dexter",9
"#nit",9
"#starwarsday",9
"#iusedtothink",9
"gott",9
"#prettylittlethings",9
"#politics",9
"theyd",9
"#winter",9
"nicee",9
"rdy",9
"add'l",9
"305-232-3344",9
"mliny",9
"#hair",9
"umps",9
"#biggestloser",9
"#honestly",9
"theyve",9
"#aas3rdcentury",9
"6-7pm",9
"retarted",9
"#perfect",9
"#whcd",9
"#laker",9
"wowww",9
"xmen",9
"#libras",9
"15min",9
"wauwatosa",9
"-kelly",9
"dro",9
"#beatla",9
"#st",9
"whatz",9
"tmrw's",9
"rochefoucauld",9
"#bengals",9
"#bgc8",9
"#awake",9
"#word",9
"www.purevolume.com",9
"vlados",9
"eurusd",9
"bitchs",9
"#sabres",9
"myla",9
"#disney",9
"vevo",9
"#bullying",9
"#christian",9
"#brooklyn",9
"#breakingbad",9
"9am-2pm",9
"tearin",9
"fuggin",9
"#p2",9
"#celticschat",9
"#prssa",9
"sistah",9
"#goducks",9
"www.freexpedia.com",9
"alganon",9
"#waystoimpressme",9
"niccas",9
"presales",9
"jhu",9
"#springtraining",9
"#mxpresidentialdebate",9
"#fishers",9
"#dogs",9
"#newgirl",9
"#historical",9
"awesomee",9
"#reasonsthatimsingle",9
"#manning",9
"#storagewars",9
"#lebron",9
"#stupid",9
"suckin",9
"#customerservice",9
"bluefield",9
"#goodthingsintheworld",9
"#proud",9
"#dmv",9
"freakn",9
"-_______-",9
"dmac",9
"#dj",9
"grl",9
"#saturdaylibrarian",9
"#wvu",9
"hakuna",9
"matata",9
"spo",9
"#twitterless",9
"#saturday",9
"r-t",9
"lke",9
"dobson's",9
"dueces",9
"#georgia",9
"#21jumpstreet",9
"#mind",9
"#icantstandwhen",9
"nky",9
"#everydayithinkabout",9
"#mentionyourcrush",9
"#kc",9
"10am-3pm",9
"-winston",9
"#crazy",9
"#mardigras",9
"posterous",9
"hfc",9
"#teamblake",9
"#itsamazinghow",9
"#interview",9
"lrg",9
"naaa",9
"mfers",9
"#sex",9
"porkchop",9
"dz",9
"austy",9
"shure",9
"#nude",9
"#kubball",9
"#pats",9
"#mom",9
"#comedy",9
"#agile",9
"#kentuckyderby",9
"#oo",9
"#librarian",9
"#thingsigetalot",9
"800-803-7245",9
"#sometimesallagirlwants",9
"symbaloo",9
"#stopbullying",9
"qet",9
"#happyeaster",9
"gf's",9
"#sdsms",9
"#parenthood",9
"www.platinumposts.com",9
"100b",9
"mufasa",9
"#pumped",9
"himm",9
"#ifwomendidnotexist",9
"#one",9
"fuckkk",9
"gottah",9
"#iste11",9
"-abraham",9
"#gf",9
"ecf",9
"svcs",9
"#sale",9
"#oomfneedsto",9
"shorty's",9
"#billsmafia",9
"b-more",9
"#webseries",9
"#apps",9
"lmfaoooooo",9
"414-409-7263",9
"cuhz",9
"#teambreezy",9
"ganoderma",9
"everythin",9
"#psu",9
"kthanks",9
"me.i",9
"sumthn",9
"#nasa",9
"#thingsthatyoushouldknow",9
"#nice",9
"#derby",9
"crushin",9
"#cwcon",9
"guie",9
"#mlk",9
"typin",9
"yayayayay",9
"#mustfollow",9
"betch",9
"#swmadison",9
"facebookpj",9
"www.gotime.com",9
"www.chea.org",9
"#olympics",9
"#usguys",9
"gatta",9
"beyondthescoreboard.net",9
"get'em",9
"cheerio",9
"iwant",9
"#tip",9
"#bigdata",9
"#ftw",9
"go2",9
"ahahha",9
"xes",9
"acapellas",9
"guh",9
"www.theconcertstage.com",9
"#gym",9
"#annoyed",9
"#linc",9
"#blessings",9
"#cville",9
"#thingsihate",9
"#dow",9
"frontin",9
"emotobooks",9
"donk",9
"whered",9
"retweetin",9
"#buckeyes",9
"witchu",9
"#health2con",9
"#relayforlife",9
"www.tuckerschool.com",9
"#teamiphone",9
"bahahahahaha",9
"diversey",9
"coa",9
"slappin",9
"#groupon",9
"farve",9
"#stfu",9
"#lifestyle",9
"defs",9
"#uw",9
"hoelies",9
"#journalism",9
"transpo",9
"#lodlam",9
"risd",9
"11p",9
"#london",9
"bonez",9
"#whenblackfolksthrowaparty",9
"#uptown",9
"#blackberry",9
"#hungry",9
"follwers",9
"#brewer",9
"#sometimesijustwant",9
"2the",9
"#omaha",9
"soul-crushing",8
"demeaned",8
"plait",8
"levites",8
"cosatu",8
"nis",8
"critically-acclaimed",8
"riordan's",8
"g12",8
"uncritically",8
"candlewick",8
"remarriage",8
"recreates",8
"flexmarkers",8
"westerner",8
"rebuking",8
"wind-swept",8
"appended",8
"deferment",8
"esdc's",8
"35-45",8
"45-50",8
"ceasing",8
"levying",8
"proscribed",8
"smokestack",8
"prepositional",8
"mongers",8
"corinthian",8
"sfr",8
"recasting",8
"apparatchiks",8
"withania",8
"attenuated",8
"latency",8
"asti",8
"mediafire",8
"show-stopping",8
"elliot's",8
"epigraph",8
"non-league",8
"overdramatic",8
"fashioning",8
"cori",8
"bombast",8
"ra's",8
"sectioned",8
"stylistics",8
"emr",8
"hubcap",8
"facie",8
"cheeseman",8
"ediscovery",8
"fifteenth",8
"allways",8
"are-",8
"chael",8
"pav",8
"holo",8
"dervish",8
"bloodwork",8
"irregularity",8
"sago",8
"taiko",8
"journalist's",8
"determinedly",8
"down-",8
"propellers",8
"auteurs",8
"resounded",8
"moria",8
"faceted",8
"provisioning",8
"anfield",8
"pera",8
"cesc",8
"establishment's",8
"constitutionalism",8
"15x",8
"vermeer",8
"muggles",8
"barfing",8
"longman",8
"hsu",8
"rigueur",8
"orla",8
"seddie",8
"engagingly",8
"brutish",8
"roomier",8
"locus",8
"bigbang",8
"1820s",8
"hares",8
"extrapolated",8
"vacillating",8
"montages",8
"recuperation",8
"dogwoods",8
"segmented",8
"rebar",8
"non-existence",8
"shoujo",8
"flaccid",8
"roundness",8
"kazuo",8
"ishiguro",8
"annulled",8
"romanticized",8
"bjs",8
"andersson",8
"raikkonen",8
"vettel",8
"germinate",8
"naturopath",8
"rrp",8
"criss-crossed",8
"exonerations",8
"non-dairy",8
"bukit",8
"blithe",8
"cantankerous",8
"kuching",8
"kedah",8
"hera",8
"emphasised",8
"junipers",8
"salable",8
"fiefdom",8
"flywheel",8
"feck",8
"eisenhower's",8
"eggless",8
"salado",8
"loggia",8
"duvel",8
"virgin's",8
"wirral",8
"2000ad",8
"kola",8
"generically",8
"milla",8
"ruefully",8
"19-21",8
"welt",8
"lichfield",8
"cahuenga",8
"snapseed",8
"simcoe",8
"equatorial",8
"befallen",8
"rums",8
"imperials",8
"tanda",8
"cinderblock",8
"amari",8
"evac",8
"gradients",8
"doods",8
"neuroscientists",8
"diameters",8
"3rds",8
"oled",8
"far-left",8
"did'nt",8
"coronet",8
"bsf",8
"utilitarianism",8
"borax",8
"roebling",8
"masts",8
"simulacrum",8
"shortchanging",8
"harmonics",8
"maramures",8
"empanada",8
"tiptoeing",8
"exhaustively",8
"ringo's",8
"ake",8
"autodidact",8
"shetland",8
"carta",8
"authenticated",8
"barstool",8
"lumbini",8
"toiletry",8
"deglaze",8
"soundscape",8
"stifles",8
"cricky",8
"novellas",8
"yummm",8
"congress's",8
"dishonored",8
"caning",8
"overshadows",8
"chavs",8
"engulfing",8
"blam",8
"dob",8
"doppelgänger",8
"liquidating",8
"howser",8
"ieee",8
"mutters",8
"chaya",8
"melisa",8
"illegality",8
"lss",8
"loring",8
"beast's",8
"patanjali",8
"cheekily",8
"feudalism",8
"bombeck",8
"pal's",8
"-well",8
"telegraphs",8
"nepali",8
"hempstead",8
"corsages",8
"stingers",8
"huggers",8
"gunny",8
"to-",8
"as-is",8
"laser-like",8
"yamato",8
"maharishi",8
"herbstreit",8
"bazzil",8
"buildable",8
"falstaff",8
"annihilating",8
"jawline",8
"blackcurrant",8
"musuem",8
"nostrand",8
"uncommitted",8
"accomodation",8
"coronel",8
"lowland",8
"parlayed",8
"barkley's",8
"footstool",8
"moorland",8
"adel",8
"gasland",8
"universalism",8
"scrummy",8
"sleepwear",8
"sooyoung",8
"chawla",8
"chidziva",8
"homophones",8
"dokie",8
"pauling",8
"corporeal",8
"epistemology",8
"mopey",8
"leopardstown",8
"3lb",8
"pellegrini",8
"walkie",8
"paleolithic",8
"somme",8
"heists",8
"attenuation",8
"mellows",8
"verifies",8
"doodled",8
"dietician",8
"despins",8
"batangas",8
"dichotomous",8
"newsnight",8
"katya",8
"johor",8
"stockyards",8
"souped-up",8
"editorially",8
"replanting",8
"dali's",8
"kaoru",8
"trendiest",8
"eye-rolling",8
"lilia",8
"scapegoating",8
"untethered",8
"kya",8
"non-western",8
"junebug",8
"tsundere",8
"ecw",8
"militarism",8
"pyro",8
"grammie",8
"microorganisms",8
"after-effects",8
"schmooze",8
"bentos",8
"infinitum",8
"insignificance",8
"sheehy",8
"woodworker",8
"mellower",8
"uavs",8
"6ft",8
"oration",8
"geysers",8
"zinn",8
"post-soviet",8
"dynasties",8
"self-actualization",8
"dexterous",8
"shallower",8
"snacky",8
"unambiguously",8
"1968-69",8
"viṣṇu",8
"lepers",8
"conglomeration",8
"harmonium",8
"loaders",8
"gav",8
"loveseat",8
"policy-making",8
"sediqi",8
"trigonometry",8
"jpl",8
"supremes",8
"geyser",8
"relegate",8
"blaine's",8
"milton's",8
"noooooo",8
"ogopogo",8
"tassels",8
"lasses",8
"giada",8
"gerbil",8
"bosoms",8
"d'alene",8
"gilding",8
"politicans",8
"scuttling",8
"mts",8
"1989-90",8
"mcclane",8
"damme",8
"sterilizations",8
"solidifying",8
"dustbin",8
"neotame",8
"apprehending",8
"catan",8
"unfeasible",8
"srm",8
"bexar",8
"koolhaas",8
"spitz",8
"keillor",8
"terrify",8
"powerplant",8
"myfitnesspal",8
"exaggerations",8
"aphrodite",8
"t.y",8
"dmt",8
"ccr",8
"punctuality",8
"automatons",8
"momofuku",8
"mahabharata",8
"converters",8
"groomers",8
"sauntering",8
"mechanistic",8
"harrier",8
"lederhosen",8
"14-inch",8
"luncheons",8
"reassuringly",8
"orginal",8
"newby",8
"broker's",8
"apollos",8
"heathers",8
"asymmetric",8
"rosaries",8
"one-act",8
"talkback",8
"jaxon's",8
"low-flying",8
"mustached",8
"unamerican",8
"wined",8
"brasilia",8
"benin",8
"appallingly",8
"hodgson's",8
"damping",8
"bloemfontein",8
"bic",8
"shuddering",8
"retardation",8
"snubbing",8
"bhagat",8
"dealin",8
"nongovernmental",8
"wycliffe",8
"nooo",8
"astra",8
"cannibalistic",8
"derwent",8
"topographical",8
"jaoui",8
"breham",8
"waistcoat",8
"meanderings",8
"canard",8
"cartoonishly",8
"shiv",8
"keck",8
"fix-it",8
"unaccustomed",8
"wegener",8
"argumentation",8
"welk",8
"mohd",8
"behinds",8
"uncredited",8
"back-story",8
"dubliner",8
"knowledge-based",8
"rumpelstiltskin",8
"mallards",8
"mealtimes",8
"tauren",8
"non-discrimination",8
"caballeros",8
"undignified",8
"ethylene",8
"tuition-free",8
"pervasiveness",8
"nomenclature",8
"like-",8
"depressingly",8
"kinnear",8
"cristin",8
"striding",8
"daresay",8
"wookie",8
"two-toned",8
"eugenides",8
"blogposts",8
"unmold",8
"laxatives",8
"half-assed",8
"braai",8
"nubs",8
"yogic",8
"tuileries",8
"iui",8
"unprocessed",8
"herby",8
"g.j",8
"i7",8
"orthotics",8
"jiplp",8
"halo-halo",8
"creator's",8
"buy-sell",8
"rubbers",8
"evelyn's",8
"globe's",8
"jackfruit",8
"equinoxes",8
"-to",8
"courtesies",8
"devas",8
"relocations",8
"pronunciations",8
"ericson",8
"taittinger",8
"kama",8
"double-checked",8
"sympathizer",8
"despondency",8
"harbouring",8
"fleshing",8
"degrades",8
"colloquially",8
"debauched",8
"u.s.c",8
"irksome",8
"overran",8
"mia's",8
"crispies",8
"mcfly",8
"ghana's",8
"immaculately",8
"d.d",8
"tantric",8
"totems",8
"eclecticism",8
"alacrity",8
"cassandra's",8
"reverberates",8
"thumper",8
"reasonableness",8
"red-tailed",8
"isobel",8
"rotel",8
"blackbeard",8
"clipart",8
"high-fat",8
"armrest",8
"siew",8
"bugles",8
"predating",8
"shimla",8
"mekong",8
"befits",8
"nitpicking",8
"saraswati",8
"ganesha",8
"rands",8
"upsides",8
"grandpas",8
"kara's",8
"sirs",8
"twangs",8
"ibid",8
"official's",8
"open-access",8
"quaranta",8
"pre-schoolers",8
"matchy",8
"hackgate",8
"counterjihad",8
"reattached",8
"hemlines",8
"fairground",8
"svetlana",8
"dietetic",8
"saban's",8
"north-west",8
"strahan",8
"attested",8
"kwazulu-natal",8
"gundam",8
"determinations",8
"curlers",8
"liveable",8
"lobby's",8
"camila",8
"burj",8
"backflips",8
"verandah",8
"eckhardt",8
"lubed",8
"fermenters",8
"trios",8
"cleverer",8
"workflows",8
"scree",8
"infirm",8
"tamper",8
"dilate",8
"austell",8
"great-great",8
"re-issue",8
"rasta",8
"skulk",8
"repressing",8
"re-inker",8
"overgrowth",8
"empathise",8
"moisturising",8
"six-string",8
"subtracted",8
"plyometrics",8
"rantings",8
"taxman",8
"charmers",8
"untruth",8
"hatchlings",8
"dyslexic",8
"schierholtz",8
"hopson",8
"psionic",8
"untroubled",8
"echos",8
"muhyiddin",8
"wrecker",8
"rvp",8
"telethon",8
"bicarb",8
"rapunzel's",8
"unoaked",8
"adjudicated",8
"cas-ual",8
"no-name",8
"jacquie",8
"listservs",8
"sehun",8
"atolls",8
"homeopathy",8
"adjuncts",8
"angelina's",8
"daisy's",8
"cd-rom",8
"reawakening",8
"ufo's",8
"dreamily",8
"posit",8
"not-so-great",8
"regurgitated",8
"cooed",8
"unrivalled",8
"ranger's",8
"overthink",8
"conned",8
"rehashing",8
"eat-in",8
"interlibrary",8
"telephoto",8
"c7",8
"beinart",8
"lithographs",8
"expropriation",8
"spokespersons",8
"novo",8
"hayden's",8
"matriarchal",8
"apollo's",8
"coursed",8
"obelisk",8
"aykroyd",8
"collectivism",8
"fullers",8
"kristol",8
"anti-racism",8
"2x2",8
"dimwitted",8
"20cm",8
"big-government",8
"secularism",8
"fawlty",8
"perversions",8
"howe's",8
"cheesey",8
"70k",8
"spreader",8
"burl",8
"hairfreé",8
"drop-dead",8
"correlations",8
"ephesus",8
"tarry",8
"helpings",8
"mid-to-late",8
"lizzie's",8
"repin",8
"worthlessness",8
"leibniz",8
"herman's",8
"mase",8
"grafting",8
"visioning",8
"bernard's",8
"hod",8
"collegial",8
"rawls",8
"multilevel",8
"merpel",8
"paislee",8
"fantastique",8
"condé",8
"detracted",8
"dbkl",8
"cartography",8
"wonderfull",8
"demigod",8
"dialectic",8
"tdap",8
"venessa",8
"taib's",8
"headmistress",8
"grose",8
"manish",8
"bussed",8
"milli",8
"weekender",8
"hairbrush",8
"jean-baptiste",8
"inexhaustible",8
"mdgs",8
"dahlias",8
"e50",8
"amalia",8
"highchair",8
"sweet-smelling",8
"quasar",8
"downhills",8
"b-4",8
"blabbing",8
"nags",8
"high-concept",8
"gogh's",8
"mouthpieces",8
"headlamp",8
"draupadi",8
"symone",8
"ocarina",8
"hermits",8
"h3",8
"swaddle",8
"lived-in",8
"priss",8
"non-violence",8
"freshening",8
"collaborates",8
"silhouetted",8
"thingys",8
"rustled",8
"freeloaders",8
"slammer",8
"whimsically",8
"goins",8
"rehashed",8
"bc's",8
"reconvened",8
"screamo",8
"draenei",8
"xypherous",8
"periscope",8
"pestering",8
"i-pod",8
"oconomowoc",8
"cassia",8
"middlebury",8
"appraising",8
"half-empty",8
"jamon",8
"urchins",8
"ezine",8
"swalk",8
"graciousness",8
"emigrants",8
"usp",8
"sachin",8
"hudud",8
"anti-apartheid",8
"rookie's",8
"inflections",8
"instinctual",8
"magick",8
"supercenter",8
"suzanne's",8
"let-down",8
"frederico",8
"tavernier",8
"ludicrously",8
"ferreting",8
"loooove",8
"pervez",8
"kidlets",8
"23-",8
"race-based",8
"saturn's",8
"non-medical",8
"sita",8
"iѕ",8
"vibrational",8
"exclamations",8
"militancy",8
"daz",8
"disbelieve",8
"splitters",8
"gulab",8
"#88",8
"klerk",8
"smarties",8
"n.b",8
"fleer",8
"propagates",8
"lubin",8
"alcohol-free",8
"aster",8
"spraypaint",8
"aught",8
"housebound",8
"wayfarers",8
"intakes",8
"negation",8
"solidity",8
"two-party",8
